,CAS_no.,compound,name,molecular_formula,canonical_smiles,canonicalize,EC50(uM),EC50(mg/L),EC10(uM),EC10(mg/L),alpha,beta,gamma,model,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127,emb_128,emb_129,emb_130,emb_131,emb_132,emb_133,emb_134,emb_135,emb_136,emb_137,emb_138,emb_139,emb_140,emb_141,emb_142,emb_143,emb_144,emb_145,emb_146,emb_147,emb_148,emb_149,emb_150,emb_151,emb_152,emb_153,emb_154,emb_155,emb_156,emb_157,emb_158,emb_159,emb_160,emb_161,emb_162,emb_163,emb_164,emb_165,emb_166,emb_167,emb_168,emb_169,emb_170,emb_171,emb_172,emb_173,emb_174,emb_175,emb_176,emb_177,emb_178,emb_179,emb_180,emb_181,emb_182,emb_183,emb_184,emb_185,emb_186,emb_187,emb_188,emb_189,emb_190,emb_191,emb_192,emb_193,emb_194,emb_195,emb_196,emb_197,emb_198,emb_199,emb_200,emb_201,emb_202,emb_203,emb_204,emb_205,emb_206,emb_207,emb_208,emb_209,emb_210,emb_211,emb_212,emb_213,emb_214,emb_215,emb_216,emb_217,emb_218,emb_219,emb_220,emb_221,emb_222,emb_223,emb_224,emb_225,emb_226,emb_227,emb_228,emb_229,emb_230,emb_231,emb_232,emb_233,emb_234,emb_235,emb_236,emb_237,emb_238,emb_239,emb_240,emb_241,emb_242,emb_243,emb_244,emb_245,emb_246,emb_247,emb_248,emb_249,emb_250,emb_251,emb_252,emb_253,emb_254,emb_255,emb_256,emb_257,emb_258,emb_259,emb_260,emb_261,emb_262,emb_263,emb_264,emb_265,emb_266,emb_267,emb_268,emb_269,emb_270,emb_271,emb_272,emb_273,emb_274,emb_275,emb_276,emb_277,emb_278,emb_279,emb_280,emb_281,emb_282,emb_283,emb_284,emb_285,emb_286,emb_287,emb_288,emb_289,emb_290,emb_291,emb_292,emb_293,emb_294,emb_295,emb_296,emb_297,emb_298,emb_299,emb_300,emb_301,emb_302,emb_303,emb_304,emb_305,emb_306,emb_307,emb_308,emb_309,emb_310,emb_311,emb_312,emb_313,emb_314,emb_315,emb_316,emb_317,emb_318,emb_319,emb_320,emb_321,emb_322,emb_323,emb_324,emb_325,emb_326,emb_327,emb_328,emb_329,emb_330,emb_331,emb_332,emb_333,emb_334,emb_335,emb_336,emb_337,emb_338,emb_339,emb_340,emb_341,emb_342,emb_343,emb_344,emb_345,emb_346,emb_347,emb_348,emb_349,emb_350,emb_351,emb_352,emb_353,emb_354,emb_355,emb_356,emb_357,emb_358,emb_359,emb_360,emb_361,emb_362,emb_363,emb_364,emb_365,emb_366,emb_367,emb_368,emb_369,emb_370,emb_371,emb_372,emb_373,emb_374,emb_375,emb_376,emb_377,emb_378,emb_379,emb_380,emb_381,emb_382,emb_383
0,120-83-2 ,"2,4-DCP","2,4-dichlorophenol",C6H4Cl2O,C1=CC(=C(C=C1Cl)Cl)O,Clc1ccc(c(c1)Cl)O,682.2,111.2,328.6,53.57,100.0,0.0,4.83,Chapman,-0.20397356,-0.41053843,0.3069563,0.26153034,0.44052574,0.31427565,-0.25142053,-0.07679636,0.15271953,0.3230313,0.18612264,0.24624954,-0.16915819,-0.37185636,-0.13224496,-0.13326494,0.3834365,-0.10793191,-0.19431518,-0.06334135,-0.105677135,-0.5198233,0.098234594,0.04497466,0.11981018,0.38759378,-0.42091802,-0.1821862,-0.36308476,-0.213042,0.36809528,0.23066516,0.02028609,-0.0315862,0.4840127,-0.27380243,0.20615838,0.050548334,-0.45986357,0.010544415,-0.3314183,-0.09969242,-0.46602872,-0.20460974,0.012250028,0.034358814,0.25167364,0.19032297,0.15028065,0.15423138,0.05617191,-0.12356361,-0.08435128,-0.03828962,0.045109134,0.36539137,0.24107571,-0.17425531,-0.10501325,-0.4745956,-0.17049131,-0.08783403,0.15820125,-0.22448678,-0.10342047,0.42001572,-0.31929356,-0.46634802,-0.3762989,0.25630638,0.15769367,0.3941241,0.2995139,-0.17882721,-0.030601308,2.1809733,-0.036979172,0.044576082,-0.06798632,0.15931548,-0.2578488,-0.20455645,0.16734311,-0.059808467,-0.47773033,-0.29215786,0.19326381,-0.08949025,-0.09924621,0.06838917,0.17555347,0.124473035,0.20618129,1.0664524,0.14515842,-0.005119326,-0.1242233,0.16615021,0.02689737,-0.2206409,-0.02730755,-0.30708623,0.14763066,-0.05371667,0.0343402,0.019179132,0.40250498,-0.1622424,0.46001965,-0.16119097,-0.17413612,0.763914,0.022879822,-0.374432,-0.13010147,0.19072862,-0.11466424,-0.07630206,-0.45444396,0.2258493,0.09587468,0.17000076,-0.049028035,-0.35606495,0.35637057,0.07934897,-0.09109446,-0.040988017,-0.08623074,-0.019773075,0.49650502,-0.1120754,-0.31021383,0.02867359,-0.16717802,0.10445305,0.9463964,-0.1013221,-0.31027174,-0.16920222,-0.21017897,0.11876995,0.06989942,0.98605293,0.40831983,0.34135002,-0.038189508,-0.19780728,-0.0024508506,0.034684677,-0.19073008,0.2066823,0.2783847,-0.109400645,0.2368564,-0.07638634,0.0959207,0.19990103,-0.03494726,-0.36495477,0.24175408,0.29104862,0.45126686,0.32619926,-0.048332684,0.58637893,-0.10257762,0.25714052,-0.012312993,0.0016836206,-0.14788091,0.29049724,-0.03948466,-0.22501868,-0.3687987,-0.0530354,0.3231065,0.0161452,-0.25328845,-0.08713281,0.11787767,-0.11469361,0.037676275,-0.35028487,0.117962435,-0.011136571,0.6093752,-0.18217134,0.07081884,0.5654421,-0.109713264,0.06739119,-0.0013439732,-0.00063977175,0.10804272,0.040586986,0.071406916,-0.052493397,-0.037154745,0.0035443206,-0.10638283,0.05721466,0.27525535,0.09354233,-0.27831694,-0.05576801,-0.8047389,-0.19445188,0.060194347,0.10202359,0.2968553,-0.2191968,0.008447417,-0.22180024,0.2880814,0.15099582,-0.2063177,0.11610263,-0.1750479,0.45768276,-0.08632365,0.48730657,0.20149828,0.31157762,-0.06808339,0.04855379,-0.29834074,-0.16995127,-0.08960477,0.2723898,0.058558956,0.0317202,-0.18235493,-0.24644627,-0.37748167,0.058696624,-0.0024840897,0.00459237,0.32852095,0.019378487,-0.19959521,0.06507424,0.065761246,0.25104922,0.22698979,-0.21240671,-0.3273446,0.049680784,0.09785926,-0.040727247,-0.3267991,0.031454686,-0.22467314,-0.13699427,-0.17902537,0.39529225,0.16976967,-0.04784771,0.04262733,0.2197812,0.15369098,0.17415759,0.051748507,-0.13222581,0.19022706,0.04569816,-0.18917274,-0.11833533,0.006390084,-0.21383767,0.063137844,-1.6248609,0.4335902,0.021770636,0.20338267,0.02497506,0.099512696,-0.06418165,-0.05022639,0.3432059,0.7382163,0.25251845,-0.11593714,-0.07436292,0.08796542,0.39681184,-0.44439492,-0.03382559,0.04137425,-0.2340882,0.17757992,0.42181855,0.12500186,-0.14308865,0.048268102,0.33400562,0.04950318,0.04351045,0.27425665,-0.13211589,-1.2196788,-0.14816704,0.20635493,-0.10370262,0.35455108,-0.03340806,0.019673329,0.10001735,-0.07353441,-0.7030288,0.1366124,0.099052586,0.10936022,0.04915771,0.097104006,0.34393793,-0.20754984,0.22748074,-0.037724555,-0.0754003,-0.44268033,-0.25271225,-0.18132825,0.3874793,0.44973728,-0.17400724,-0.07583157,-0.6966031,0.2091933,0.5662596,-0.059033506,-0.109773286,0.04815049,0.09022762,-0.15850523,0.08935196,0.26728836,-0.25918284,0.1007915,0.04046799,0.08987357,0.1940844,0.21067566,0.20188193,-0.4967717,-0.4814826,-0.25336155,-0.00067447725,0.073841974,0.20764525,0.18255262,0.004944412,-0.12282068,-0.1547435,0.02223589,0.004957147,0.20516185,0.08040726,-0.13715142,-0.046528455,-0.12712342,0.22646359,0.2000156,0.09621996,-0.2421527,0.091682896,-0.0069432473,0.0036557207,0.08063633,-0.25885442,-0.19458652,-0.30905297,0.17294155,-0.23461169,-0.115475036,0.1271954,0.15713671,-0.16010022,-0.049631644,0.5950753,-0.02997493,0.04295546,-0.56924,-0.5579097
1,583-78-8 ,"2,5-DCP","2,5-dichlorophenol",C6H4Cl2O,C1=CC(=C(C=C1Cl)O)Cl,Clc1ccc(c(c1)O)Cl,867.8,141.5,305.3,49.77,114.7,0.0,2.26,Chapman,-0.22230358,-0.34741434,0.23801047,0.2514539,0.36982104,0.44624317,-0.1516856,0.009215964,0.342188,0.1144995,0.055250086,0.20829682,-0.20142165,-0.35052213,-0.12186104,-0.35630238,0.41855213,-0.094632715,-0.24030438,0.034370907,0.10846119,-0.5473846,0.20961589,-0.019427776,0.01631796,0.3973607,-0.37278298,-0.23920788,-0.2660991,-0.01233925,0.41604152,0.065028995,-0.16387507,0.005571241,0.37732667,-0.2048405,0.15431748,0.09610422,-0.24916455,-0.08140818,-0.27984416,-0.060660798,-0.5214883,-0.37221193,-0.19306521,0.030901067,0.2920788,0.2970954,0.07246267,0.07861737,0.20659666,-0.091559485,0.005697627,-0.02893027,-0.059041332,0.28587654,0.3223075,-0.24227753,-0.057655923,-0.5869989,-0.024050385,0.10268516,-0.012727156,-0.12526424,-0.124856696,0.31998232,-0.14688319,-0.2708206,-0.45770556,0.20856163,-0.014194297,0.30818877,0.16069047,-0.13637596,0.16101569,2.0619342,-0.006246268,-0.04842174,-0.105364285,0.1840556,-0.30034286,-0.18831022,0.14740704,-0.10436112,-0.25478807,-0.22072665,0.23729363,-0.12264774,-0.19024473,0.018095188,0.42374778,0.15156934,0.3389219,1.1432877,0.14883468,-0.1462471,-0.11937302,0.24540396,0.006748677,-0.31500456,-0.079016544,-0.2282016,0.0925153,-0.002637264,0.035187252,0.10967894,0.5935987,0.037809633,0.41536522,-0.20740367,-0.12981464,0.62454027,-0.14078756,-0.54123616,-0.19581535,0.20782451,-0.08452853,-0.07765883,-0.4129647,0.2562722,0.18507697,0.17266497,0.06156609,-0.33209154,0.31172562,0.12548102,-0.23037283,-0.06359561,-0.23162058,-0.2339894,0.4561515,-0.21245947,-0.31501633,0.007935286,-0.13543761,0.09756182,0.9806538,-0.084340215,-0.21370468,-0.046119843,-0.046261374,0.06977596,0.2432336,0.8893341,0.31321344,0.48964822,-0.02807346,-0.2651325,-0.15020023,0.1106933,-0.14844926,0.27214903,0.18683824,0.08045468,0.2768094,-0.077235766,-0.0099371895,0.34093872,0.10271042,-0.19623679,0.13672544,0.33351716,0.5150477,0.31981528,0.18425582,0.77506244,-0.21377628,0.21707502,-0.084547624,0.0023373126,-0.20446075,0.23158619,0.06610337,-0.21573721,-0.32262182,-0.09727764,0.073643714,-0.088531025,-0.26587403,0.022722352,0.10120897,-0.081167474,0.11776671,-0.29799953,0.13691838,0.024517827,0.46411577,-0.2568435,0.17448781,0.5797437,-0.08265031,0.039224077,-0.0025139982,0.13379022,0.06730622,-0.05997121,0.13600163,-0.051512867,0.028677877,0.02654346,-0.16563796,0.21128316,0.2082927,0.07037564,-0.12630253,-0.12775765,-0.956818,-0.3950021,0.07084949,0.071445,-0.008839615,-0.19094676,-0.030689476,-0.1528979,0.3366642,0.18535756,-0.2640699,0.10252735,-0.19860286,0.42261893,-0.21406813,0.43723455,0.19549458,0.18572807,0.17386943,0.17763603,-0.3225706,-0.055059243,-0.19051878,0.114220686,0.14484029,-0.019077348,-0.19054721,-0.21249452,-0.5696866,-0.1328978,-0.067535326,-0.11814866,0.25047293,-0.12919936,-0.20861417,0.12244595,0.181985,0.28314698,0.31722426,-0.25475872,-0.25744635,-0.11634431,-0.0717023,-0.014048352,-0.20048104,0.064374715,0.025171705,-0.17123632,-0.18350548,0.35981095,0.15603888,-0.11117502,0.046876796,0.36619925,0.36098856,0.18722615,0.14848042,-0.14590308,0.1962271,0.11858567,-0.10834755,-0.13642897,-0.13993211,-0.06598216,0.037338007,-1.5880356,0.3446975,0.03855441,0.06959466,0.07685379,0.0005544253,-0.06328589,-0.16872907,0.5525151,0.8848236,0.3066239,-0.0037248018,-0.1056347,0.2364325,0.3743772,-0.34462652,-0.124166474,0.1265411,-0.23966704,0.12579213,0.25736365,0.23829469,-0.1417968,0.22888628,0.26305926,0.26125818,-0.063695654,0.1645745,-0.06671794,-1.2745322,-0.025356079,0.2280899,-0.0894306,0.2337507,0.08207868,-0.14340022,-0.053378943,-0.05211165,-0.5864127,0.053690825,-0.11531314,0.30338818,-0.04463727,0.038038477,0.25447202,-0.3498697,0.26504368,0.032114718,0.004085825,-0.43642783,-0.103186354,-0.18805456,0.36677763,0.36123356,-0.048246548,0.13231514,-0.8177923,0.16603585,0.57527286,-0.09222289,-0.044962093,0.14651218,0.09488761,-0.15114707,-0.017145729,0.14085566,-0.29137045,0.09277579,-0.029231366,0.10683239,0.073618576,0.1801486,0.20948721,-0.54867816,-0.40134338,-0.33083817,-0.09728915,-0.09810266,0.20220995,0.15759148,-0.009197644,-0.06255474,-0.18217221,0.17455254,-0.09376631,0.03260307,0.027498858,-0.1732511,0.058693457,-0.25639564,0.16091442,0.16339128,0.012778697,-0.28335282,-0.10026748,-0.03842424,-0.08536889,-0.15240102,-0.2858204,-0.07112519,-0.21578932,0.20606126,-0.22120981,-0.028618377,0.15906654,0.20314655,-0.11390493,-0.07981427,0.5273368,0.074123025,-0.03234157,-0.6678949,-0.38204208
2,94-13-3 ,pPB,Propyl paraben ,C10H12O3,CCCOC(=O)C1=CC=C(C=C1)O,CCCOC(=O)c1ccc(cc1)O,742.4,133.8,269.8,48.62,114.4,-2.07,839.1,Logistic,-0.16633946,0.047657702,0.24478716,-0.18270725,0.095818624,0.72826135,0.02245782,0.2218366,-0.3612814,0.17356549,0.41534558,0.17520946,-0.34275267,0.4934603,0.32152423,0.076489516,-0.024215946,0.3334812,-0.10446306,0.024759777,-0.1823228,-0.2508748,-0.11195248,-0.20562486,0.17612924,0.19232717,-0.44870272,-0.06495217,-0.01357729,0.2617474,-0.07664916,-0.4109198,0.08357615,-0.24756907,0.18826073,-0.11576562,0.26052222,-0.07466158,-0.40790403,0.14495455,-0.081506535,0.102688335,0.4911324,0.012897442,0.52846235,0.059445724,0.031542648,-0.15882395,0.12775558,0.39801055,0.2756215,0.00528164,0.11462476,-0.33817872,-0.03475832,-0.19607402,-0.3799913,-0.05971627,-0.03475127,-0.40284348,-0.09436926,0.25314048,0.119394615,-0.5478412,0.12093368,0.0442699,0.05117803,0.086760215,0.21584025,0.41548067,-0.15669692,0.21687756,-0.16422175,-0.42762196,-0.021576641,2.0491354,0.1114395,0.053497557,-0.120537266,0.068475865,-0.061692968,0.26925445,-0.43448722,0.04967116,-0.030526094,-0.19184978,0.33800405,-0.52863544,0.35593355,-0.019932149,-0.34332106,-0.07317475,-0.032904305,0.1627493,-0.2006499,0.09963638,0.13511252,0.23669009,0.022967035,-0.35814106,-0.06413301,0.20544742,0.45388168,0.32186067,-0.28325695,0.24564208,0.36855128,-0.2901533,0.35750225,-0.5340989,-0.01465419,-0.22217813,0.25621933,0.29649594,-0.06817335,0.21395671,-0.17735489,0.31534052,0.04598054,-0.10472098,-0.40788785,0.22974734,-0.05906873,-0.3925122,-0.054394346,-0.31399447,0.17822978,0.22710198,-0.49123362,0.11171957,0.30926916,0.094879344,-0.013156052,0.11761819,-0.10198872,0.23445962,0.12375556,-0.4561291,0.07598717,0.039333243,-0.12414466,-0.14537846,-0.06902887,-0.1631894,0.27446127,-0.026419569,0.19257735,-0.42495817,0.14301331,-0.019573856,-0.20039755,0.3085641,-0.054479517,0.2786277,-0.1840884,-0.024215965,0.04277406,-0.05891076,-0.017002622,0.09609787,0.25235218,0.47497898,0.15486012,0.026252171,0.020157445,-0.057619985,0.22016713,-0.30631366,-0.25762957,-0.23533116,-0.21679902,-0.21307383,-0.027159596,0.031034222,0.028314078,0.24844143,0.12633601,-0.33418512,-0.07354606,-0.16840552,0.29241672,0.027047431,-0.38107976,-0.045801394,-0.34323463,0.24447514,0.1028251,-0.040617246,0.42757994,-0.28392577,-0.9609344,0.23592193,0.33133784,-0.08230214,0.10627527,-0.3078421,-0.21660219,-0.2958701,0.20246622,0.24764241,0.30616453,0.41476884,-0.1530423,-0.24893111,-0.08678488,0.026165554,-0.49480358,0.32602897,0.08259595,0.2046997,-0.080548346,-0.60542744,0.09998594,-0.1425728,0.13274395,-0.07357287,-0.068547346,0.08322828,0.16093516,0.35417017,0.1918076,-0.104076974,0.25323665,0.06806775,-0.11653335,0.08559683,-0.2326622,-0.18245275,0.002987055,0.23478192,0.14810959,-0.3133184,0.16829823,0.41184574,-0.39885342,-0.07467572,0.3419823,-0.04152122,-0.13805501,0.152257,-0.56109184,-0.030898951,0.18946558,0.033514235,-0.26022938,-0.1403471,-0.22365203,0.29800957,0.46669993,0.06890545,0.22594544,0.2670896,-0.016672583,0.075416416,-0.03837818,0.22982602,-0.12900667,0.13246816,-0.14834136,-0.18548681,0.13083887,0.0032925059,-0.00707302,-0.3215759,0.22920592,0.11298022,-0.46934676,0.1714976,-0.084351115,0.2224617,-0.03839023,-1.2396234,1.047017,-0.028480375,0.2736447,0.2043472,0.22381626,-0.051516537,0.00494131,0.056446936,0.15388963,-0.1785062,0.031238614,0.17916487,0.17409053,0.041737627,-0.09028473,0.0057230555,-0.6519807,0.021904288,-0.32695043,-0.08818332,0.12664656,0.007269385,0.16132334,0.038873237,0.4970485,0.24095564,0.23082195,0.26430425,-0.2753497,-0.34907573,0.5485395,0.039836247,-0.17869052,-0.10587293,-0.0033789452,0.18411058,0.11193008,-0.29159418,-0.28760955,0.008263579,0.046348374,0.21728677,0.37597325,-0.10197185,-0.27470705,-0.10775626,-0.024511099,0.079005904,0.25091228,-0.11868584,-0.4354234,-0.13647264,0.33560082,0.14335634,-0.021084948,-0.19783875,-0.26420435,0.3664041,0.19053902,-0.24981754,0.02575532,-0.017369332,-0.08524724,0.2415122,0.1334227,-0.17890714,0.15425481,-0.27158692,0.13638474,-0.07884184,-0.14477171,-0.3435926,0.32910126,0.068733305,0.032137875,-0.16540715,-0.060282096,0.085201465,0.055199314,0.13174479,-0.3512951,0.3975792,-0.19340922,0.25094274,-0.003230079,0.24172574,0.09725023,0.085775435,0.02816544,0.09409528,0.35082197,-0.00465487,-0.4545169,0.25328004,-0.14223747,0.27638435,0.024355048,0.1993554,0.24561436,0.278363,-0.22273165,0.08263258,0.13864575,-0.38610145,-0.030211093,0.48811916,-0.22444709,-0.6168205,-0.10935018,-0.045636497,-0.16047145,-0.034435127
3,94-26-8 ,bPB,Butyl paraben,C11H14O3,CCCCOC(=O)C1=CC=C(C=C1)O,CCCCOC(=O)c1ccc(cc1)O,346.2,67.23,191.7,37.24,99.22,70.05,345.0,Sigmoid,-0.20304546,-0.12723672,-0.011560091,-0.08016411,-0.23317248,0.6882447,0.0017603479,0.09309654,-0.3933142,0.30848727,0.6974842,0.134449,-0.42856404,0.2890957,0.25255287,-0.07794247,0.06523737,0.47601023,-0.16313846,0.14663842,-0.27265787,-0.123535946,-0.15836695,-0.20182244,0.23625103,0.16197927,-0.2846193,0.0022723696,-0.02541236,-0.051617995,-0.13881558,-0.21459293,0.14016622,-0.15213262,0.25805408,0.061301105,0.24714853,-0.06596529,-0.39164516,-0.010560461,-0.13463064,-0.10502716,0.5379761,-0.05147609,0.5917859,0.15071473,0.3761214,-0.05247462,0.09813245,0.27736896,0.23372132,-0.14075653,0.060230102,-0.4412155,-0.07048788,-0.06354531,-0.087039046,-0.26209125,0.14423324,-0.51422894,-0.036257405,0.22103402,0.13736416,-0.44869044,0.010833129,0.13320892,0.10963504,-0.18636969,0.20454043,0.10845481,0.16930552,0.18977965,-0.1760646,-0.35551414,0.04358566,1.9409155,0.026633257,0.15270191,0.016033914,0.049339876,-0.07433694,0.29988667,-0.2574546,-0.16429986,0.13224699,-0.15979496,0.41461575,-0.022792825,0.3749298,-0.058809444,-0.49418595,-0.19309896,-0.21917714,0.019306336,-0.08143665,-0.20890187,-0.055818472,0.099385366,0.019514425,-0.17097428,0.122371934,0.16863659,0.3900433,0.46002898,-0.5350872,0.16922364,0.37479475,0.0044892267,0.47028482,-0.68826914,-0.02990382,-0.09023112,0.1735927,0.11822164,-0.1868279,0.33668646,-0.13789196,0.429369,-0.07128434,-0.09224113,-0.1729106,0.37222552,-0.37897575,0.008205513,0.15601037,-0.32290328,-0.016441159,0.12144573,-0.38282415,0.0036915124,0.23730151,0.0869078,-0.09772797,-0.10558548,0.077140376,0.0029834015,0.12501366,-0.3470396,-0.13070202,-0.12527275,-0.0145694,-0.10596902,-0.20649649,-0.17751676,0.21627438,-0.30060643,0.19867347,-0.22450434,0.19370544,-0.038486823,0.066481814,0.25381914,-0.083409496,0.29003057,-0.18065776,0.09697305,0.13412005,0.021857072,-0.1890938,0.036539294,0.1282571,0.43799207,0.12731965,-0.12068066,0.04840538,0.13665538,0.19041944,-0.17424792,0.05193622,-0.088275,-0.11193793,-0.08206826,-0.12519465,0.11499721,-0.11515885,-0.14849487,0.17113376,-0.31358328,-0.045002542,-0.03838671,0.24840805,-0.065041825,-0.23181364,-0.20676468,-0.31699702,0.2661108,0.066900715,0.028079199,0.45648077,-0.123686224,-1.0698533,0.29649168,0.18907486,-0.1451255,0.31487715,-0.21995367,-0.22285844,-0.28738493,0.41115585,0.22158958,0.22645557,0.3788027,-0.13704792,-0.25696808,-0.06385172,-0.06737447,-0.45732936,0.4215131,0.0057300655,0.08718071,0.29166114,-0.67739004,0.08290121,0.09227588,0.067699075,-0.15645969,-0.14859162,0.14863667,0.22683991,0.4174966,0.19614825,-0.23096853,0.43330213,0.18699844,-0.24147008,-0.002582918,0.023016227,-0.030249568,-0.0109922,0.43721333,0.11838838,-0.09503612,0.30967727,0.4190828,-0.49309468,-0.15158163,0.10265581,-0.129069,-0.24194764,0.018734986,-0.33946452,0.07824411,0.05306377,-0.04476654,-0.20501497,-0.052466806,-0.025727384,0.32977468,0.36676893,0.08864425,-0.04138139,0.3125026,0.004480012,0.023008388,-0.04754646,0.12952204,-0.22417723,0.1449406,0.08145757,-0.06942957,0.20054285,0.12070753,-0.060782116,-0.20482264,0.28823227,0.31354433,-0.4575199,0.15787484,-0.09072463,0.061430864,-0.090245366,-1.1971573,1.1185414,0.05924481,0.35512847,0.27064568,0.17024672,-0.08587089,0.2076559,0.007031167,0.24055558,-0.25041077,-0.0786027,0.03640995,0.18357919,-0.034967247,0.008677281,-0.077056386,-0.48293006,0.12661862,-0.32786858,0.013354531,0.06859421,0.20593904,0.16666302,-0.067548186,0.3176644,0.2298595,0.16240798,0.22637305,-0.61559254,-0.29909366,0.2660008,-0.05785853,0.07667267,-0.18381873,-0.088379174,0.20027673,0.16419356,-0.20542566,-0.19591966,-0.13182525,0.18068092,0.37485248,0.39235884,0.03222596,-0.10224949,0.2709233,0.13423437,-0.008336992,0.20602939,-0.3908286,-0.53443575,-0.29341152,0.6980543,0.067424215,-0.17201719,-0.014120828,-0.4241561,0.23936588,-0.09985814,-0.14387281,0.2264853,0.12559763,-0.34781912,0.25086176,0.5023688,0.0458203,0.1419934,-0.2176644,-0.10596451,0.10255184,-0.22165653,-0.3764253,0.15646212,0.09935664,-0.15930246,-0.026154123,-0.07639937,0.18748902,0.007580225,0.14324243,-0.4282629,0.24691169,-0.23336637,0.43508166,0.037533592,0.019031841,-0.06302157,-0.173164,0.07526795,0.15011735,0.22028624,-0.21891658,-0.3242877,0.19554628,-0.060219817,-0.007107292,-0.014908509,0.40335938,0.24929756,0.13612612,-0.31446978,0.13728692,0.019092573,-0.5654402,0.13775499,0.28677654,-0.15601653,-0.48828855,-0.22220135,0.009741543,-0.032303426,-0.061349437
